Date,Medicine_Id,Warehouse_id,Supplier_id,Quantity_Sold,Revenue,Country
13-12-2024,MED115,WH001,SUP001,89,2670,India
14-12-2024,MED116,WH002,SUP002,65,2520,India
15-12-2024,MED117,WH003,SUP003,39,1404,India
15-12-2024,MED118,WH004,SUP004,223,8920,India
18-12-2024,MED119,WH005,SUP005,54,2240,India
18-12-2024,MED120,WH006,SUP006,79,3106,India
19-12-2024,MED121,WH007,SUP007,110,4560,India
20-12-2024,MED122,WH007,SUP007,99,2970,India
20-12-2024,MED123,WH007,SUP007,72,2750,India
21-12-2024,MED124,WH007,SUP007,46,2208,USA
21-12-2024,MED125,WH007,SUP007,202,6120,USA
22-12-2024,MED126,WH007,SUP007,125,5460,USA
25-12-2024,MED108,WH007,SUP007,92,2850,USA
25-12-2024,MED109,WH007,SUP007,68,2440,USA
26-12-2024,MED110,WH007,SUP007,36,1320,USA
26-12-2024,MED111,WH007,SUP007,225,9000,USA
27-12-2024,MED112,WH007,SUP007,57,2360,USA
28-12-2024,MED113,WH007,SUP007,81,2868,USA
28-12-2024,MED114,WH007,SUP007,114,4600,USA
29-12-2024,MED115,WH007,SUP007,101,3030,UK
29-12-2024,MED116,WH007,SUP007,74,2576,UK
01-01-2025,MED117,WH007,SUP007,48,2068,UK
02-01-2025,MED118,WH007,SUP007,204,6180,UK
02-01-2025,MED119,WH007,SUP007,128,5520,UK
03-01-2025,MED120,WH007,SUP007,90,2610,UK
03-01-2025,MED121,WH007,SUP007,63,2560,UK
04-01-2025,MED122,WH007,SUP007,34,1440,UK
05-01-2025,MED123,WH007,SUP007,227,9080,UK
05-01-2025,MED124,WH007,SUP007,53,2200,UK
08-01-2025,MED125,WH007,SUP007,77,2930,Germany
08-01-2025,MED126,WH007,SUP007,117,4400,Germany
09-01-2025,MED127,WH007,SUP007,103,3090,Germany
10-01-2025,MED128,WH007,SUP007,69,2695,Germany
10-01-2025,MED129,WH007,SUP007,41,2160,Germany
11-01-2025,MED118,WH007,SUP007,206,6240,Germany
11-01-2025,MED119,WH007,SUP007,123,5580,Germany
12-01-2025,MED120,WH007,SUP007,93,2730,Germany
15-01-2025,MED121,WH007,SUP007,66,2480,Germany
15-01-2025,MED122,WH007,SUP007,38,1360,Germany
16-01-2025,MED123,WH007,SUP007,229,9160,Canada
16-01-2025,MED124,WH007,SUP007,55,2320,Canada
16-01-2025,MED125,WH007,SUP007,83,2992,Canada
17-01-2025,MED126,WH007,SUP007,111,4760,Canada
17-01-2025,MED127,WH007,SUP007,98,2940,Canada
18-01-2025,MED105,WH007,SUP007,71,2812,Canada
18-01-2025,MED106,WH007,SUP007,45,2256,Canada
18-01-2025,MED107,WH007,SUP007,208,6300,Canada
19-01-2025,MED108,WH007,SUP007,126,5640,Canada
19-01-2025,MED109,WH007,SUP007,95,2790,Canada
22-01-2025,MED110,WH007,SUP007,64,2600,Australia
22-01-2025,MED111,WH007,SUP007,35,1480,Australia
22-01-2025,MED112,WH007,SUP007,231,9240,Australia
23-01-2025,MED113,WH007,SUP007,56,2160,Australia
23-01-2025,MED114,WH007,SUP007,80,3054,Australia
24-01-2025,MED115,WH007,SUP007,115,4680,Australia
24-01-2025,MED116,WH007,SUP007,100,3000,Australia
24-01-2025,MED117,WH007,SUP007,73,2630,Australia
25-01-2025,MED118,WH007,SUP007,47,2115,Australia
25-01-2025,MED119,WH007,SUP007,210,6360,Australia
26-01-2025,MED120,WH007,SUP007,129,5700,India
26-01-2025,MED101,WH007,SUP007,91,2670,India
26-01-2025,MED102,WH007,SUP007,67,2520,India
29-01-2025,MED103,WH007,SUP007,37,1404,India
29-01-2025,MED104,WH007,SUP007,233,9320,India
30-01-2025,MED105,WH007,SUP007,58,2280,India
30-01-2025,MED106,WH007,SUP007,78,3116,India
30-01-2025,MED107,WH007,SUP007,116,4520,India
31-01-2025,MED108,WH007,SUP007,104,3060,India
31-01-2025,MED109,WH007,SUP007,70,2750,India
01-02-2025,MED110,WH007,SUP007,42,2208,USA
01-02-2025,MED111,WH007,SUP007,212,6420,USA
01-02-2025,MED112,WH008,SUP008,121,5760,USA
02-02-2025,MED113,WH009,SUP009,94,2850,USA
02-02-2025,MED114,WH010,SUP010,62,2440,USA
05-02-2025,MED115,WH011,SUP011,39,1320,USA
05-02-2025,MED118,WH012,SUP012,235,9400,USA
05-02-2025,MED119,WH013,SUP013,54,2120,USA
06-02-2025,MED120,WH014,SUP014,82,2878,USA
06-02-2025,MED121,WH014,SUP014,112,4600,USA
07-02-2025,MED122,WH014,SUP014,102,2970,UK
07-02-2025,MED123,WH014,SUP014,75,2576,UK
07-02-2025,MED124,WH014,SUP014,49,2068,UK
08-02-2025,MED125,WH014,SUP014,214,6480,UK
08-02-2025,MED126,WH014,SUP014,124,5820,UK
09-02-2025,MED127,WH014,SUP014,89,2610,UK
09-02-2025,MED128,WH014,SUP014,65,2560,UK
09-02-2025,MED129,WH014,SUP014,36,1440,UK
12-02-2025,MED130,WH014,SUP014,237,9480,UK
12-02-2025,MED101,WH014,SUP014,57,2240,UK
13-02-2025,MED102,WH014,SUP014,79,2940,Germany
13-02-2025,MED103,WH014,SUP014,114,4360,Germany
13-02-2025,MED104,WH014,SUP014,99,3030,Germany
14-02-2025,MED105,WH014,SUP014,72,2695,Germany
14-02-2025,MED106,WH014,SUP014,46,2160,Germany
15-02-2025,MED107,WH014,SUP014,216,6540,Germany
15-02-2025,MED108,WH014,SUP014,127,5880,Germany
15-02-2025,MED109,WH014,SUP014,92,2730,Germany
16-02-2025,MED110,WH014,SUP014,68,2480,Germany
16-02-2025,MED111,WH014,SUP014,34,1360,Germany
19-02-2025,MED112,WH014,SUP014,239,9560,Canada
19-02-2025,MED113,WH014,SUP014,52,2360,Canada
19-02-2025,MED114,WH014,SUP014,81,3002,Canada
20-02-2025,MED115,WH014,SUP014,117,4720,Canada
20-02-2025,MED116,WH014,SUP014,101,3090,Canada
21-02-2025,MED117,WH014,SUP014,74,2812,Canada
21-02-2025,MED118,WH014,SUP014,48,2256,Canada
21-02-2025,MED119,WH014,SUP014,218,6600,Canada
22-02-2025,MED120,WH014,SUP014,130,5940,Canada
22-02-2025,MED121,WH014,SUP014,90,2790,Canada
23-02-2025,MED122,WH014,SUP014,61,2600,Australia
23-02-2025,MED123,WH014,SUP014,38,1480,Australia
23-02-2025,MED124,WH014,SUP014,241,9640,Australia
26-02-2025,MED125,WH014,SUP014,55,2200,Australia
26-02-2025,MED126,WH014,SUP014,77,3064,Australia
27-02-2025,MED127,WH014,SUP014,113,4640,Australia
27-02-2025,MED128,WH014,SUP014,103,2940,Australia
27-02-2025,MED129,WH014,SUP014,69,2630,Australia
28-02-2025,MED130,WH014,SUP014,40,2115,Australia
28-02-2025,MED111,WH003,SUP003,220,6660,Australia
29-02-2025,MED112,WH003,SUP003,122,6000,India
29-02-2025,MED113,WH003,SUP003,93,2670,India
29-02-2025,MED114,WH003,SUP003,66,2520,India
01-03-2025,MED115,WH003,SUP003,35,1404,India
01-03-2025,MED116,WH003,SUP003,243,9720,India
04-03-2025,MED117,WH003,SUP003,56,2320,India
04-03-2025,MED118,WH003,SUP003,83,3126,India
04-03-2025,MED119,WH003,SUP003,118,4560,India
05-03-2025,MED120,WH003,SUP003,98,3000,India
05-03-2025,MED121,WH003,SUP003,71,2750,India
06-03-2025,MED122,WH003,SUP003,44,2208,USA
06-03-2025,MED123,WH003,SUP003,222,6720,USA
06-03-2025,MED124,WH003,SUP003,125,6060,USA
07-03-2025,MED125,WH003,SUP003,95,2850,USA
07-03-2025,MED126,WH003,SUP003,64,2440,USA
08-03-2025,MED127,WH003,SUP003,37,1320,USA
08-03-2025,MED128,WH003,SUP003,245,9800,USA
08-03-2025,MED129,WH003,SUP003,58,2160,USA
11-03-2025,MED130,WH003,SUP003,80,2888,USA
11-03-2025,MED101,WH003,SUP003,110,4600,USA
12-03-2025,MED102,WH003,SUP003,100,3060,UK
12-03-2025,MED103,WH003,SUP003,73,2576,UK
12-03-2025,MED104,WH003,SUP003,47,2068,UK
13-03-2025,MED105,WH003,SUP003,224,6780,UK
13-03-2025,MED106,WH003,SUP003,128,6120,UK
14-03-2025,MED107,WH003,SUP003,91,2610,UK
14-03-2025,MED108,WH004,SUP004,67,2560,UK
14-03-2025,MED109,WH004,SUP004,39,1440,UK
15-03-2025,MED110,WH004,SUP004,247,9880,UK
15-03-2025,MED111,WH004,SUP004,54,2280,UK
18-03-2025,MED112,WH004,SUP004,78,2950,Germany
18-03-2025,MED113,WH004,SUP004,114,4400,Germany
18-03-2025,MED114,WH004,SUP004,104,2970,Germany
19-03-2025,MED115,WH004,SUP004,70,2695,Germany
19-03-2025,MED116,WH004,SUP004,43,2160,Germany
20-03-2025,MED117,WH004,SUP004,226,6840,Germany
20-03-2025,MED118,WH004,SUP004,123,6180,Germany
20-03-2025,MED119,WH004,SUP004,94,2730,Germany
21-03-2025,MED120,WH004,SUP004,62,2480,Germany
21-03-2025,MED121,WH004,SUP004,36,1360,Germany
22-03-2025,MED122,WH004,SUP004,249,9960,Canada
22-03-2025,MED123,WH004,SUP004,57,2120,Canada
22-03-2025,MED124,WH004,SUP004,82,3012,Canada
25-03-2025,MED125,WH004,SUP004,117,4760,Canada
25-03-2025,MED126,WH004,SUP004,102,3030,Canada
26-03-2025,MED110,WH004,SUP004,75,2812,Canada
26-03-2025,MED111,WH004,SUP004,49,2256,Canada
26-03-2025,MED112,WH004,SUP004,228,6900,Canada
27-03-2025,MED113,WH004,SUP004,126,6240,Canada
27-03-2025,MED114,WH004,SUP004,89,2790,Canada
28-03-2025,MED115,WH004,SUP004,65,2600,Australia
28-03-2025,MED116,WH006,SUP006,34,1480,Australia
28-03-2025,MED117,WH006,SUP006,251,10040,Australia
28-03-2025,MED118,WH006,SUP006,53,2240,Australia
28-03-2025,MED119,WH006,SUP006,79,3074,Australia
28-03-2025,MED120,WH006,SUP006,111,4680,Australia
29-03-2025,MED121,WH006,SUP006,99,3090,Australia
29-03-2025,MED122,WH006,SUP006,72,2630,Australia
29-03-2025,MED123,WH006,SUP006,46,2115,Australia
01-04-2025,MED124,WH006,SUP006,230,6960,Australia
01-04-2025,MED125,WH006,SUP006,129,6300,India
01-04-2025,MED126,WH006,SUP006,92,2670,India
02-04-2025,MED127,WH006,SUP006,68,2520,India
02-04-2025,MED128,WH006,SUP006,38,1404,India
02-04-2025,MED129,WH006,SUP006,253,10120,India
02-04-2025,MED130,WH006,SUP006,55,2360,India
03-04-2025,MED119,WH006,SUP006,81,3136,India
03-04-2025,MED120,WH006,SUP006,115,4520,India
03-04-2025,MED121,WH006,SUP006,101,2940,India
04-04-2025,MED122,WH006,SUP006,74,2750,India
04-04-2025,MED123,WH006,SUP006,48,2208,USA
04-04-2025,MED124,WH006,SUP006,232,7020,USA
05-04-2025,MED125,WH006,SUP006,121,6360,USA
05-04-2025,MED126,WH006,SUP006,90,2850,USA
05-04-2025,MED127,WH006,SUP006,63,2440,USA
05-04-2025,MED128,WH007,SUP007,35,1320,USA
08-04-2025,MED129,WH008,SUP008,255,10200,USA
08-04-2025,MED130,WH009,SUP009,56,2200,USA
08-04-2025,MED101,WH010,SUP010,77,2898,USA
09-04-2025,MED102,WH011,SUP011,116,4600,USA
09-04-2025,MED103,WH012,SUP012,103,3000,UK
09-04-2025,MED104,WH013,SUP013,69,2576,UK
10-04-2025,MED105,WH013,SUP013,41,2068,UK
10-04-2025,MED106,WH013,SUP013,234,7080,UK
10-04-2025,MED107,WH013,SUP013,124,6420,UK
10-04-2025,MED108,WH013,SUP013,93,2610,UK
11-04-2025,MED109,WH013,SUP013,66,2560,UK
11-04-2025,MED110,WH013,SUP013,37,1440,UK
11-04-2025,MED111,WH013,SUP013,257,,UK
12-04-2025,MED112,WH013,SUP013,58,,UK
12-04-2025,MED113,WH013,SUP013,83,,Germany
12-04-2025,MED114,WH013,SUP013,112,,Germany
15-04-2025,MED115,WH013,SUP013,98,,Germany
15-04-2025,MED116,WH013,SUP013,71,,Germany
15-04-2025,MED117,WH013,SUP013,45,,Germany
15-04-2025,MED118,WH013,SUP013,236,,Germany
16-04-2025,MED119,WH013,SUP013,127,,Germany
16-04-2025,MED120,WH013,SUP013,95,,Germany
16-04-2025,MED121,WH013,SUP013,64,,Germany
17-04-2025,MED122,WH013,SUP013,39,,Germany
17-04-2025,MED123,WH013,SUP013,259,,Canada
17-04-2025,MED124,WH002,SUP002,54,,Canada
18-04-2025,MED125,WH002,SUP002,80,,Canada
18-04-2025,MED126,WH002,SUP002,115,,Canada
18-04-2025,MED127,WH002,SUP002,100,,Canada
18-04-2025,MED128,WH002,SUP002,73,,Canada
19-04-2025,MED129,WH002,SUP002,47,,Canada
19-04-2025,MED130,WH002,SUP002,238,,Canada
19-04-2025,MED111,WH002,SUP002,130,,Canada
22-04-2025,MED112,WH002,SUP002,91,,Canada
22-04-2025,MED113,WH002,SUP002,67,,Australia
22-04-2025,MED114,WH002,SUP002,36,,Australia
23-04-2025,MED115,WH002,SUP002,261,,Australia
23-04-2025,MED116,WH002,SUP002,57,,Australia
23-04-2025,MED117,WH002,SUP002,78,,Australia
23-04-2025,MED118,WH002,SUP002,113,,Australia
24-04-2025,MED119,WH002,SUP002,104,,Australia
24-04-2025,MED120,WH002,SUP002,70,,Australia
24-04-2025,MED121,WH002,SUP002,42,,Australia
25-04-2025,MED122,WH002,SUP002,240,,Australia
25-04-2025,MED123,WH002,SUP002,122,,India
25-04-2025,MED124,WH002,SUP002,94,,India
26-04-2025,MED125,WH002,SUP002,62,,India
26-04-2025,MED126,WH002,SUP002,34,,India
26-04-2025,MED127,WH002,SUP002,263,,India
26-04-2025,MED128,WH002,SUP002,52,,India
29-04-2025,MED129,WH002,SUP002,82,,India
29-04-2025,MED130,WH002,SUP002,118,,India
29-04-2025,MED101,WH002,SUP002,102,,India
30-04-2025,MED102,WH002,SUP002,75,,India
30-04-2025,MED103,WH002,SUP002,49,,USA
30-04-2025,MED104,WH002,SUP002,242,,USA
01-05-2025,MED105,WH002,SUP002,125,,USA
01-05-2025,MED106,WH002,SUP002,89,,USA
01-05-2025,MED107,WH002,SUP002,65,,USA
01-05-2025,MED108,WH002,SUP002,38,,USA
02-05-2025,MED109,WH002,SUP002,265,,USA
02-05-2025,MED110,WH002,SUP002,55,,USA
02-05-2025,MED111,WH002,SUP002,79,,USA
03-05-2025,MED112,WH002,SUP002,110,,USA
03-05-2025,MED113,WH002,SUP002,99,,UK
03-05-2025,MED114,WH002,SUP002,72,,UK
06-05-2025,MED115,WH002,SUP002,46,,UK
06-05-2025,MED111,WH002,SUP002,244,,UK
06-05-2025,MED111,WH002,SUP002,128,,UK
06-05-2025,MED111,WH002,SUP002,92,,UK
07-05-2025,MED111,WH002,SUP002,68,,UK
07-05-2025,MED111,WH110,SUP110,35,,UK
07-05-2025,MED111,WH110,SUP110,267,,UK
08-05-2025,MED111,WH110,SUP110,56,,UK
08-05-2025,MED111,WH110,SUP110,81,,Germany
08-05-2025,MED111,WH110,SUP110,114,,Germany
09-05-2025,MED111,WH110,SUP110,101,,Germany
09-05-2025,MED111,WH110,SUP110,74,,Germany
09-05-2025,MED111,WH110,SUP110,48,,Germany
09-05-2025,MED111,WH110,SUP110,246,,Germany
10-05-2025,MED111,WH110,SUP110,123,,Germany
10-05-2025,MED111,WH110,SUP110,90,,Germany
10-05-2025,MED111,WH110,SUP110,61,,Germany
13-05-2025,MED111,WH110,SUP110,37,,Germany
13-05-2025,MED111,WH110,SUP110,269,,Canada
13-05-2025,MED111,WH110,SUP110,58,,Canada
14-05-2025,MED111,WH110,SUP110,77,,Canada
14-05-2025,MED118,WH110,SUP110,117,,Canada
14-05-2025,MED118,WH110,SUP110,103,,Canada
14-05-2025,MED118,WH110,SUP110,69,,Canada
15-05-2025,MED118,WH110,SUP110,40,,Canada
15-05-2025,MED118,WH110,SUP110,248,,Canada
15-05-2025,MED118,WH110,SUP110,126,,Canada
16-05-2025,MED118,WH110,SUP110,93,,Canada
16-05-2025,MED118,WH110,SUP110,66,,Australia
16-05-2025,MED118,WH110,SUP110,39,,Australia
17-05-2025,MED118,WH110,SUP110,271,,Australia
17-05-2025,MED118,WH110,SUP110,54,,Australia
17-05-2025,MED118,WH110,SUP110,83,,Australia
17-05-2025,MED118,WH110,SUP110,111,,Australia
20-05-2025,MED130,WH110,SUP110,98,,Australia
20-05-2025,MED130,WH110,SUP110,71,,Australia
20-05-2025,MED130,WH110,SUP110,44,,Australia
21-05-2025,MED130,WH110,SUP110,250,,Australia
21-05-2025,MED130,WH110,SUP110,129,,India
21-05-2025,MED130,WH110,SUP110,95,,India
22-05-2025,MED130,WH110,SUP110,64,,India
22-05-2025,MED130,WH110,SUP110,36,,India
22-05-2025,MED130,WH110,SUP110,273,,India
22-05-2025,MED130,WH110,SUP110,57,,India
23-05-2025,MED130,WH110,SUP110,80,,India
23-05-2025,MED130,WH110,SUP110,115,,India
23-05-2025,MED130,WH110,SUP110,100,,India
24-05-2025,MED130,WH110,SUP110,73,,India
24-05-2025,MED130,WH110,SUP110,47,,USA
24-05-2025,MED130,WH110,SUP110,252,,USA
27-05-2025,MED130,WH009,SUP009,121,,USA
27-05-2025,MED130,WH009,SUP009,91,,USA
27-05-2025,MED119,WH009,SUP009,67,,USA
27-05-2025,MED119,WH009,SUP009,34,,USA
28-05-2025,MED119,WH009,SUP009,275,,USA
28-05-2025,MED119,WH009,SUP009,53,,USA
28-05-2025,MED119,WH009,SUP009,78,,USA
29-05-2025,MED119,WH009,SUP009,116,,USA
29-05-2025,MED119,WH009,SUP009,104,,UK
29-05-2025,MED119,WH009,SUP009,70,,UK
30-05-2025,MED119,WH009,SUP009,43,,UK
30-05-2025,MED119,WH009,SUP009,254,,UK
30-05-2025,MED119,WH009,SUP009,124,,UK
30-05-2025,MED119,WH009,SUP009,94,,UK
31-05-2025,MED124,WH009,SUP009,62,,UK
31-05-2025,MED124,WH009,SUP009,38,,UK
31-05-2025,MED124,WH009,SUP009,277,,UK
03-06-2025,MED124,WH001,SUP001,55,,UK
03-06-2025,MED124,WH002,SUP002,82,,Germany
03-06-2025,MED124,WH003,SUP003,112,,Germany
04-06-2025,MED124,WH004,SUP004,102,,Germany
04-06-2025,MED124,WH005,SUP005,75,,Germany
04-06-2025,MED124,WH006,SUP006,49,,Germany
04-06-2025,MED124,WH006,SUP006,256,,Germany
05-06-2025,MED124,WH006,SUP006,127,,Germany
05-06-2025,MED124,WH006,SUP006,89,,Germany
05-06-2025,MED124,WH006,SUP006,65,,Germany
05-06-2025,MED124,WH006,SUP006,35,,Germany
